Tenure Months,Monthly Charges,Total Charges,CLTV,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Label_Yes,churn_prob,Churn,customer_value,monthly_charges,tenure,expected_roi,risk_level
1,54.9,54.9,2833,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.9975829042814557,1,2833,54.9,1,566.6,High
4,60.4,272.15,5730,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0.9937242575973291,1,5730,60.4,4,1146.0,High
18,49.55,878.35,2815,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,0.9966549219032338,1,2815,49.55,18,563.0,High
12,74.05,872.65,4149,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,0.994634284639975,1,4149,74.05,12,829.8000000000001,High
1,80.05,80.05,2943,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,0.9978721395048049,1,2943,80.05,1,588.6,High
72,25.0,1738.9,4275,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,0.00026369161608235547,0,4275,25.0,72,0.0,Low
42,20.25,835.5,5940,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,0.0009660645934055272,0,5940,20.25,42,0.0,Low
24,76.1,1712.7,2018,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.9980678210611436,1,2018,76.1,24,403.6,High
26,78.95,2034.25,4237,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.0036266848588313353,0,4237,78.95,26,0.0,Low
68,73.0,5163.0,4156,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,0.001083851029063251,0,4156,73.0,68,0.0,Low
17,19.9,323.15,2093,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.0037505555251125945,0,2093,19.9,17,0.0,Low
59,111.1,6555.2,4952,True,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0.0012155642597514607,0,4952,111.1,59,0.0,Low
13,74.4,896.75,3687,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,0.9975171520619346,1,3687,74.4,13,737.4000000000001,High
2,20.45,42.45,2606,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,0.006413608362403874,0,2606,20.45,2,0.0,Low
67,19.65,1335.2,4994,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,0.00036992932538994574,0,4994,19.65,67,0.0,Low
17,20.05,337.9,4828,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0022785564891218404,0,4828,20.05,17,0.0,Low
71,80.1,5585.4,6045,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.0009672118626510961,0,6045,80.1,71,0.0,Low
17,98.6,1704.95,5160,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,0.9949290505193928,1,5160,98.6,17,1032.0,High
1,89.55,89.55,4996,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,0.9980363904265814,1,4996,89.55,1,999.2,High
6,19.7,94.45,4122,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.0017732928994007747,0,4122,19.7,6,0.0,Low
61,114.1,7132.15,5239,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.005041248903511508,0,5239,114.1,61,0.0,Low
6,73.85,401.3,4220,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.010973068460953292,0,4220,73.85,6,0.0,Low
1,25.05,25.05,4842,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.9982361305259527,1,4842,25.05,1,968.4000000000001,High
21,102.8,2110.15,3123,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,0.996905929334127,1,3123,102.8,21,624.6,High
60,110.8,6640.7,5942,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,0.002680343551322629,0,5942,110.8,60,0.0,Low
20,85.8,1727.5,3336,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,0.9976447478616011,1,3336,85.8,20,667.2,High
22,95.9,2234.95,3207,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.004788212507647174,0,3207,95.9,22,0.0,Low
40,20.6,827.3,3091,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,0.001620539620786635,0,3091,20.6,40,0.0,Low
23,74.95,1710.45,5897,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.9969671730221472,1,5897,74.95,23,1179.4,High
1,45.95,45.95,4563,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.9941025205348168,1,4563,45.95,1,912.6,High
46,38.25,1755.35,2653,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.0018394158253765582,0,2653,38.25,46,0.0,Low
5,69.95,320.4,3850,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.004910863983635522,0,3850,69.95,5,0.0,Low
68,20.0,1396.0,6136,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,0.00045086843347932036,0,6136,20.0,68,0.0,Low
1,25.2,25.2,5688,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.9987492022130223,1,5688,25.2,1,1137.6000000000001,High
2,20.1,43.15,4158,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,0.005948318832637845,0,4158,20.1,2,0.0,Low
14,104.85,1531.4,2292,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,0.9983004937174057,1,2292,104.85,14,458.40000000000003,High
10,70.0,740.0,3156,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.9980936677436677,1,3156,70.0,10,631.2,High
13,78.3,1033.95,5566,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,0.004636476978017268,0,5566,78.3,13,0.0,Low
34,109.8,3587.25,3410,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,0.9953509909778266,1,3410,109.8,34,682.0,High
18,57.45,990.85,2989,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,0.9971989109470549,1,2989,57.45,18,597.8000000000001,High
71,19.7,1301.1,4808,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,0.0001793301405407167,0,4808,19.7,71,0.0,Low
70,110.5,7752.05,5979,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0.003102037852757111,0,5979,110.5,70,0.0,Low
52,64.3,3410.6,4405,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.0021660450755497567,0,4405,64.3,52,0.0,Low
68,105.25,7173.15,5795,True,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,0.0014713155320401736,0,5795,105.25,68,0.0,Low
38,19.6,717.3,3854,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,0.0010439076025058928,0,3854,19.6,38,0.0,Low
58,24.5,1497.9,4455,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.000892842262983818,0,4455,24.5,58,0.0,Low
3,90.7,237.65,3953,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.00900640541521931,0,3953,90.7,3,0.0,Low
14,48.8,664.4,2168,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.008280755823784151,0,2168,48.8,14,0.0,Low
2,24.9,49.7,4033,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.017941493987178446,0,4033,24.9,2,0.0,Low
1,24.8,24.8,4851,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.9987367557679727,1,4851,24.8,1,970.2,High
72,107.4,7748.75,5294,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0.0023747289066033956,0,5294,107.4,72,0.0,Low
3,43.3,123.65,4849,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.9980506338191355,1,4849,43.3,3,969.8000000000001,High
13,80.0,1029.35,5577,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.006352451041008968,0,5577,80.0,13,0.0,Low
72,104.1,7447.7,5092,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,0.0011291650693903146,0,5092,104.1,72,0.0,Low
58,20.75,1185.95,4927,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,0.0004894834288209776,0,4927,20.75,58,0.0,Low
71,95.5,6707.15,6412,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,0.0019086768880166108,0,6412,95.5,71,0.0,Low
1,76.35,76.35,5613,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9970459107108166,1,5613,76.35,1,1122.6000000000001,High
54,91.3,4965.0,5907,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.0012797204472940287,0,5907,91.3,54,0.0,Low
39,45.05,1790.6,4003,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,0.003177031872706225,0,4003,45.05,39,0.0,Low
1,70.6,70.6,4063,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.9981388807303058,1,4063,70.6,1,812.6,High
61,80.8,4860.85,4302,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0.00175049686828627,0,4302,80.8,61,0.0,Low
25,89.15,2257.75,5853,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9963973271304817,1,5853,89.15,25,1170.6000000000001,High
37,91.2,3382.3,5135,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.004162770275523112,0,5135,91.2,37,0.0,Low
26,91.25,2351.8,5154,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,0.997336970322274,1,5154,91.25,26,1030.8,High
10,19.75,208.25,3926,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,0.003942844588083995,0,3926,19.75,10,0.0,Low
1,20.4,20.4,3663,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,0.9946473536660693,1,3663,20.4,1,732.6,High
24,40.65,933.3,3843,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,0.9973828260402678,1,3843,40.65,24,768.6,High
65,110.35,7246.15,4295,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0.003581739736949365,0,4295,110.35,65,0.0,Low
23,64.9,1509.8,3314,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,0.00832832972737235,0,3314,64.9,23,0.0,Low
49,66.15,3199.0,6138,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,0.002299930826832432,0,6138,66.15,49,0.0,Low
42,55.65,2421.75,5831,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.004311325954394768,0,5831,55.65,42,0.0,Low
